ORF	clone identifier
YHR188C	YHR188C::5EP_F4
YHR188C	YHR188C::13EP_C7
YHR189W	YHR189W::4NP_D11
YHR190W	YHR190W::5EP_F5
YHR191C	YHR191C::31NP_C6
YHR192W	YHR192W::43NP_H1
YHR193C	YHR193C::31NP_C7
YHR195W	YHR195W::4NP_D12
YHR196W	YHR196W::5EP_F6
YHR197W	YHR197W::12EP_A7
YHR198C	YHR198C::4NP_E1
YHR199C	YHR199C::4NP_E2
YHR199C-A	YHR199C-A::11EP_G6
YHR200W	YHR200W::4NP_E3
YHR202W	YHR202W::4NP_E4
YHR203C	YHR203C::4NP_E5
YHR204W	YHR204W::4NP_E6
YHR205W	YHR205W::43NP_H3
YHR206W	YHR206W::4NP_E7
YHR209W	YHR209W::4NP_E8
YHR210C	YHR210C::4NP_E9
YIL002C	YIL002C::46NP_C8
YIL002W-A	YIL002W-A::43NP_H4
YIL003W	YIL003W::5EP_F8
YIL004C	YIL004C::5EP_F9
YIL005W	YIL005W::4NP_E11
YIL006W	YIL006W::5NP_A1
YIL007C	YIL007C::5NP_A2
YIL008W	YIL008W::5NP_A3
YIL009C-A	YIL009C-A::14NP_A7
YIL009W	YIL009W::5NP_A4
YIL010W	YIL010W::5NP_A5
YIL011W	YIL011W::4NP_E12
YIL014W	YIL014W::47NP_G8
YIL015W	YIL015W::4NP_F2
YIL016W	YIL016W::4NP_F3
YIL017C	YIL017C::4NP_F4
YIL019W	YIL019W::5EP_F10
YIL020C	YIL020C::4NP_F5
YIL021W	YIL021W::5EP_F11
YIL022W	YIL022W::5EP_F12
YIL023C	YIL023C::38NP_C2
YIL024C	YIL024C::4NP_F6
YIL026C	YIL026C::5EP_G1
YIL027C	YIL027C::4NP_F7
YIL029C	YIL029C::4NP_F8
YIL031W	YIL031W::5EP_G2
YIL033C	YIL033C::47NP_C3
YIL034C	YIL034C::4NP_F9
YIL035C	YIL035C::4NP_F10
YIL036W	YIL036W::4NP_F11
YIL037C	YIL037C::4NP_F12
YIL038C	YIL038C::5NP_A7
YIL039W	YIL039W::4NP_G1
YIL040W	YIL040W::4NP_G2
YIL041W	YIL041W::38NP_C3
YIL041W	YIL041W::44NP_G3
YIL042C	YIL042C::5NP_A8
YIL043C	YIL043C::4NP_G3
YIL044C	YIL044C::4NP_G4
YIL045W	YIL045W::4NP_G5
YIL046W	YIL046W::5EP_G3
YIL046W-A	YIL046W-A::43NP_H5
YIL047C	YIL047C::40NP_B1
YIL048W	YIL048W::5EP_G4
YIL049W	YIL049W::4NP_G6
YIL050W	YIL050W::4NP_G7
YIL051C	YIL051C::5EP_G5
YIL052C	YIL052C::5NP_A9
YIL053W	YIL053W::4NP_G8
YIL055C	YIL055C::5NP_A10
YIL056W	YIL056W::5NP_A11
YIL057C	YIL057C::4NP_G9
YIL060W	YIL060W::5NP_A12
YIL061C	YIL061C::5EP_G6
YIL062C	YIL062C::5EP_G7
YIL063C	YIL063C::5EP_G8
YIL064W	YIL064W::4NP_G10
YIL065C	YIL065C::4NP_G11
YIL066C	YIL066C::5NP_B1
YIL067C	YIL067C::5NP_B2
YIL068C	YIL068C::5EP_G9
YIL069C	YIL069C::5NP_B3
YIL070C	YIL070C::5NP_B4
YIL071C	YIL071C::5NP_B5
YIL072W	YIL072W::4NP_G12
YIL073C	YIL073C::4NP_H1
YIL074C	YIL074C::5NP_B6
YIL075C	YIL075C::5EP_G10
YIL076W	YIL076W::4NP_H2
YIL077C	YIL077C::4NP_H3
YIL078W	YIL078W::5EP_G11
YIL079C	YIL079C::38NP_C4
YIL083C	YIL083C::12EP_E5
YIL084C	YIL084C::4NP_H4
YIL085C	YIL085C::5NP_B7
YIL087C	YIL087C::4NP_H5
YIL088C	YIL088C::4NP_H6
YIL089W	YIL089W::5NP_B8
YIL090W	YIL090W::4NP_H7
YIL091C	YIL091C::5EP_H1
YIL092W	YIL092W::23NP_D7
YIL093C	YIL093C::4NP_H8
YIL094C	YIL094C::5NP_B9
YIL095W	YIL095W::4NP_H9
YIL096C	YIL096C::4NP_H10
YIL097W	YIL097W::4NP_H11
YIL098C	YIL098C::5NP_B10
YIL099W	YIL099W::5NP_B11
YIL101C	YIL101C::5NP_B12
YIL102C	YIL102C::5NP_C1
YIL103W	YIL103W::5NP_C2
YIL104C	YIL104C::5EP_H2
YIL105C	YIL105C::38NP_C5
YIL106W	YIL106W::5EP_H3
YIL108W	YIL108W::5NP_C3
YIL109C	YIL109C::5EP_H4
YIL110W	YIL110W::5NP_C4
YIL111W	YIL111W::5NP_C5
YIL113W	YIL113W::47NP_G9
YIL114C	YIL114C::5NP_C6
YIL115C	YIL115C::12EP_A8
YIL116W	YIL116W::5NP_C7
YIL117C	YIL117C::5NP_C8
YIL118W	YIL118W::5EP_H6
YIL120W	YIL120W::5NP_C10
YIL121W	YIL121W::5NP_C11
YIL122W	YIL122W::5NP_C12
YIL123W	YIL123W::5NP_D1
YIL124W	YIL124W::5NP_D2
YIL126W	YIL126W::5EP_H7
YIL127C	YIL127C::43NP_H6
YIL128W	YIL128W::5NP_D3
YIL132C	YIL132C::5NP_D5
YIL133C	YIL133C::5NP_D6
YIL134C-A	YIL134C-A::43NP_H7
YIL134W	YIL134W::38NP_C6
YIL135C	YIL135C::5NP_D7
YIL136W	YIL136W::5NP_D8
YIL138C	YIL138C::5NP_D10
YIL139C	YIL139C::5NP_D11
YIL140W	YIL140W::5NP_D12
YIL142W	YIL142W::5EP_H9
YIL143C	YIL143C::5EP_H10
YIL144W	YIL144W::5EP_H11
YIL145C	YIL145C::5NP_E1
YIL146C	YIL146C::5NP_E2
YIL147C	YIL147C::5EP_H12
YIL148W	YIL148W::5NP_E3
YIL149C	YIL149C::5NP_E4
YIL150C	YIL150C::6EP_A1
YIL152W	YIL152W::5NP_E5
YIL153W	YIL153W::5NP_E6
YIL154C	YIL154C::5NP_E7
YIL155C	YIL155C::5NP_E8
YIL157C	YIL157C::5NP_E9
YIL158W	YIL158W::47NP_G11
YIL159W	YIL159W::5NP_E10
YIL160C	YIL160C::5NP_E11
YIL161W	YIL161W::5NP_E12
YIL162W	YIL162W::5NP_F1
YIL164C	YIL164C::5NP_F2
YIL165C	YIL165C::5NP_F3
YIL166C	YIL166C::5NP_F4
YIL173W	YIL173W::5NP_F5
YIR001C	YIR001C::5NP_F6
YIR003W	YIR003W::5NP_F7
YIR004W	YIR004W::5NP_F8
YIR005W	YIR005W::5NP_F9
YIR006C	YIR006C::6EP_A2
YIR007W	YIR007W::38NP_C7
YIR008C	YIR008C::6EP_A3
YIR009W	YIR009W::5NP_F10
YIR010W	YIR010W::6EP_A4
YIR011C	YIR011C::6EP_A5
YIR012W	YIR012W::6EP_A6
YIR013C	YIR013C::5NP_F11
YIR014W	YIR014W::5NP_F12
YIR015W	YIR015W::12EP_E7
YIR016W	YIR016W::5NP_G1
YIR017C	YIR017C::14NP_A8
YIR018W	YIR018W::37NP_C2
YIR021W	YIR021W::14NP_A10
YIR022W	YIR022W::12EP_E8
YIR023W	YIR023W::39NP_F5
YIR024C	YIR024C::14NP_A11
YIR025W	YIR025W::41NP_E2
YIR026C	YIR026C::14NP_A12
YIR027C	YIR027C::14NP_B1
YIR028W	YIR028W::47NP_A6
YIR029W	YIR029W::14NP_B2
YIR030C	YIR030C::23NP_D8
YIR031C	YIR031C::14NP_B3
YIR032C	YIR032C::23NP_D9
YIR033W	YIR033W::14NP_B4
YIR034C	YIR034C::14NP_B5
YIR035C	YIR035C::14NP_B6
YIR036C	YIR036C::37NP_C3
YIR037W	YIR037W::14NP_B7
YIR038C	YIR038C::14NP_B8
YIR039C	YIR039C::14NP_B9
YIR042C	YIR042C::14NP_B10
YJL001W	YJL001W::6EP_A9
YJL002C	YJL002C::6EP_A10
YJL003W	YJL003W::41NP_B8
YJL004C	YJL004C::41NP_B9
YJL005W	YJL005W::12EP_A9
YJL006C	YJL006C::16NP_F2
YJL010C	YJL010C::6EP_B1
YJL011C	YJL011C::6EP_B2
YJL012C	YJL012C::41NP_G10
YJL013C	YJL013C::41NP_G11
YJL014W	YJL014W::6EP_B3
YJL016W	YJL016W::41NP_G12
YJL019W	YJL019W::6EP_B4
YJL020C	YJL020C::16NP_F3
YJL023C	YJL023C::16NP_F4
YJL024C	YJL024C::16NP_F5
YJL025W	YJL025W::6EP_B5
YJL026W	YJL026W::6EP_B6
YJL027C	YJL027C::16NP_F6
YJL029C	YJL029C::41NP_H1
YJL031C	YJL031C::6EP_B7
YJL033W	YJL033W::6EP_B8
YJL034W	YJL034W::6EP_B9
YJL035C	YJL035C::6EP_B10
YJL036W	YJL036W::19NP_H8
YJL037W	YJL037W::19NP_H7
YJL038C	YJL038C::19NP_H6
YJL041W	YJL041W::6EP_B12
YJL042W	YJL042W::39NP_D4
YJL043W	YJL043W::19NP_H5
YJL044C	YJL044C::19NP_H4
YJL046W	YJL046W::19NP_H3
YJL047C	YJL047C::19NP_H2
YJL047C-A	YJL047C-A::43NP_H9
YJL048C	YJL048C::19NP_H1
YJL049W	YJL049W::19NP_G12
YJL050W	YJL050W::6EP_C1
YJL051W	YJL051W::19NP_G11
YJL053W	YJL053W::19NP_G9
YJL054W	YJL054W::6EP_C2
YJL055W	YJL055W::19NP_G8
YJL056C	YJL056C::19NP_G7
YJL058C	YJL058C::19NP_G5
YJL059W	YJL059W::19NP_G4
YJL059W	YJL059W::44NP_G6
YJL060W	YJL060W::19NP_G3
YJL061W	YJL061W::6EP_C3
YJL062W	YJL062W::19NP_G2
YJL062W-A	YJL062W-A::43NP_H10
YJL063C	YJL063C::19NP_G1
YJL065C	YJL065C::19NP_F12
YJL066C	YJL066C::19NP_F11
YJL068C	YJL068C::19NP_F10
YJL069C	YJL069C::12EP_A10
YJL070C	YJL070C::17NP_E6
YJL071W	YJL071W::19NP_F9
YJL072C	YJL072C::6EP_C5
YJL073W	YJL073W::19NP_F8
YJL074C	YJL074C::6EP_C6
YJL076W	YJL076W::12EP_E11
YJL077C	YJL077C::19NP_F7
YJL077W-B	YJL077W-B::43NP_H11
YJL078C	YJL078C::17NP_E7
YJL079C	YJL079C::19NP_F6
YJL080C	YJL080C::40NP_C8
YJL081C	YJL081C::12EP_A11
YJL082W	YJL082W::19NP_F5
YJL083W	YJL083W::19NP_F4
YJL084C	YJL084C::40NP_C7
YJL085W	YJL085W::6EP_C9
YJL087C	YJL087C::6EP_C10
YJL088W	YJL088W::19NP_F3
YJL090C	YJL090C::6EP_C11
YJL091C	YJL091C::6EP_C12
YJL092W	YJL092W::19NP_F1
YJL094C	YJL094C::17NP_E8
YJL096W	YJL096W::38NP_C11
YJL097W	YJL097W::6EP_D1
YJL099W	YJL099W::19NP_E10
YJL100W	YJL100W::19NP_E9
YJL101C	YJL101C::17NP_E9
YJL102W	YJL102W::40NP_C6
YJL103C	YJL103C::3NP_E4
YJL104W	YJL104W::6EP_D2
YJL105W	YJL105W::42NP_A4
YJL106W	YJL106W::19NP_E8
YJL107C	YJL107C::38NP_C10
YJL108C	YJL108C::19NP_E7
YJL109C	YJL109C::6EP_D3
YJL110C	YJL110C::19NP_E6
YJL111W	YJL111W::6EP_D4
YJL112W	YJL112W::19NP_E5
YJL115W	YJL115W::47NP_H1
YJL116C	YJL116C::19NP_E4
YJL117W	YJL117W::19NP_E3
YJL118W	YJL118W::19NP_E2
YJL121C	YJL121C::19NP_E1
YJL122W	YJL122W::19NP_D12
YJL123C	YJL123C::19NP_D11
YJL124C	YJL124C::19NP_D10
YJL125C	YJL125C::6EP_D5
YJL126W	YJL126W::38NP_C9
YJL127C	YJL127C::19NP_D9
YJL127C-B	YJL127C-B::43NP_H12
YJL128C	YJL128C::17NP_E10
YJL129C	YJL129C::39NP_D2
YJL131C	YJL131C::6NP_A6
YJL132W	YJL132W::39NP_D3
YJL133W	YJL133W::6NP_A5
YJL134W	YJL134W::40NP_C4
YJL136C	YJL136C::47NP_B10
YJL137C	YJL137C::17NP_B6
YJL138C	YJL138C::40NP_C3
YJL139C	YJL139C::17NP_B7
YJL140W	YJL140W::17NP_B8
YJL141C	YJL141C::17NP_B9
YJL143W	YJL143W::6EP_D6
YJL144W	YJL144W::6NP_A4
YJL145W	YJL145W::6NP_A3
YJL146W	YJL146W::6NP_A2
YJL147C	YJL147C::40NP_C2
YJL148W	YJL148W::6NP_A1
YJL149W	YJL149W::40NP_C1
YJL151C	YJL151C::17NP_B10
YJL153C	YJL153C::40NP_B12
YJL154C	YJL154C::40NP_B11
YJL155C	YJL155C::5NP_H12
YJL156C	YJL156C::6EP_D7
YJL157C	YJL157C::40NP_B10
YJL159W	YJL159W::5NP_H10
YJL160C	YJL160C::17NP_B11
YJL163C	YJL163C::42NP_A1
YJL164C	YJL164C::47NP_G12
YJL165C	YJL165C::17NP_C1
YJL166W	YJL166W::5NP_H8
YJL167W	YJL167W::6EP_D8
YJL168C	YJL168C::40NP_B9
YJL170C	YJL170C::38NP_C8
YJL171C	YJL171C::5NP_H7
YJL173C	YJL173C::6EP_D9
YJL174W	YJL174W::6EP_D10
YJL176C	YJL176C::5NP_H6
YJL177W	YJL177W::17NP_C2
YJL178C	YJL178C::5NP_H5
YJL179W	YJL179W::5NP_H4
YJL180C	YJL180C::5NP_H3
YJL181W	YJL181W::40NP_B8
YJL183W	YJL183W::5NP_H2
YJL184W	YJL184W::17NP_C3
YJL185C	YJL185C::5NP_H1
YJL186W	YJL186W::40NP_B7
YJL187C	YJL187C::5NP_G12
YJL189W	YJL189W::17NP_C4
YJL190C	YJL190C::5NP_G11
YJL191W	YJL191W::17NP_C5
YJL192C	YJL192C::5NP_G10
YJL193W	YJL193W::40NP_B6
YJL194W	YJL194W::6EP_D11
YJL196C	YJL196C::41NP_C9
YJL197W	YJL197W::40NP_B5
YJL198W	YJL198W::40NP_B4
YJL200C	YJL200C::17NP_C6
YJL201W	YJL201W::5NP_G9
YJL203W	YJL203W::6EP_D12
YJL204C	YJL204C::5NP_G8
YJL206C	YJL206C::17NP_C7
YJL208C	YJL208C::5NP_G7
YJL209W	YJL209W::40NP_B3
YJL210W	YJL210W::5NP_G6
YJL212C	YJL212C::40NP_B2
YJL213W	YJL213W::17NP_C8
YJL214W	YJL214W::5NP_G5
YJL217W	YJL217W::5NP_G3
YJL218W	YJL218W::5NP_G2
YJR001W	YJR001W::16NP_F7
YJR002W	YJR002W::6EP_E1
YJR003C	YJR003C::23NP_D10
YJR004C	YJR004C::16NP_F8
YJR005W	YJR005W::16NP_F9
YJR006W	YJR006W::6EP_E2
YJR007W	YJR007W::6EP_E3
YJR008W	YJR008W::41NP_H2
YJR009C	YJR009C::16NP_F10
YJR010C-A	YJR010C-A::41NP_H3
YJR011C	YJR011C::16NP_F11
YJR013W	YJR013W::12EP_E12
YJR014W	YJR014W::16NP_F12
YJR015W	YJR015W::41NP_H4
YJR016C	YJR016C::6EP_E5
YJR017C	YJR017C::6EP_E6
YJR019C	YJR019C::16NP_G1
YJR022W	YJR022W::6EP_E7
YJR024C	YJR024C::16NP_G2
YJR025C	YJR025C::16NP_G3
YJR030C	YJR030C::41NP_H5
YJR032W	YJR032W::16NP_G4
YJR033C	YJR033C::16NP_G5
YJR034W	YJR034W::16NP_G6
YJR035W	YJR035W::16NP_G7
YJR036C	YJR036C::16NP_G8
YJR039W	YJR039W::16NP_G9
YJR041C	YJR041C::6EP_E8
YJR042W	YJR042W::6EP_E9
YJR043C	YJR043C::16NP_G10
YJR044C	YJR044C::41NP_B12
YJR045C	YJR045C::6EP_E10
YJR046W	YJR046W::12EP_A12
YJR048W	YJR048W::16NP_G11
YJR049C	YJR049C::16NP_G12
YJR050W	YJR050W::16NP_H1
YJR051W	YJR051W::16NP_H2
YJR052W	YJR052W::41NP_C1
YJR053W	YJR053W::16NP_H3
YJR054W	YJR054W::16NP_H4
YJR055W	YJR055W::16NP_H5
YJR056C	YJR056C::16NP_H6
YJR057W	YJR057W::6EP_E12
YJR058C	YJR058C::16NP_H7
YJR059W	YJR059W::41NP_C2
YJR060W	YJR060W::16NP_H8
YJR061W	YJR061W::16NP_H9
YJR062C	YJR062C::41NP_C3
YJR063W	YJR063W::41NP_C4
YJR064W	YJR064W::6EP_F1
YJR065C	YJR065C::6EP_F2
YJR067C	YJR067C::6EP_F3
YJR068W	YJR068W::6EP_F4
YJR069C	YJR069C::37NP_E7
YJR070C	YJR070C::1NP_D11
YJR072C	YJR072C::6EP_F5
YJR073C	YJR073C::7NP_A1
YJR074W	YJR074W::1NP_D12
YJR075W	YJR075W::7NP_A2
YJR076C	YJR076C::6EP_F6
YJR077C	YJR077C::1NP_E1
YJR078W	YJR078W::7NP_A3
YJR079W	YJR079W::7NP_A4
YJR080C	YJR080C::1NP_E2
YJR082C	YJR082C::7NP_A5
YJR083C	YJR083C::7NP_A6
YJR084W	YJR084W::1NP_E3
YJR088C	YJR088C::7NP_A7
YJR090C	YJR090C::39NP_C10
YJR091C	YJR091C::39NP_C11
YJR092W	YJR092W::7NP_A8
YJR093C	YJR093C::6EP_F7
YJR094C	YJR094C::41NP_F11
YJR094W-A	YJR094W-A::1NP_E4
YJR095W	YJR095W::1NP_E5
YJR096W	YJR096W::1NP_E6
YJR097W	YJR097W::45NP_H4
YJR098C	YJR098C::1NP_E8
YJR099W	YJR099W::1NP_E9
YJR100C	YJR100C::1NP_E10
YJR102C	YJR102C::7NP_A9
YJR103W	YJR103W::7NP_A10
YJR104C	YJR104C::41NP_F12
YJR105W	YJR105W::7NP_A11
YJR106W	YJR106W::41NP_G1
YJR107W	YJR107W::37NP_E9
YJR108W	YJR108W::7NP_A12
YJR109C	YJR109C::41NP_G2
YJR110W	YJR110W::7NP_B1
YJR112W	YJR112W::6EP_F8
YJR113C	YJR113C::37NP_E11
YJR115W	YJR115W::7NP_B3
YJR116W	YJR116W::1NP_E11
YJR117W	YJR117W::1NP_E12
YJR118C	YJR118C::1NP_F1
YJR119C	YJR119C::1NP_F2
YJR120W	YJR120W::1NP_F3
YJR122W	YJR122W::41NP_G3
YJR123W	YJR123W::6EP_F9
YJR124C	YJR124C::37NP_E12
YJR125C	YJR125C::41NP_G4
YJR126C	YJR126C::37NP_F2
YJR127C	YJR127C::7NP_B4
YJR129C	YJR129C::7NP_B5
YJR130C	YJR130C::7NP_B6
YJR133W	YJR133W::1NP_F5
YJR134C	YJR134C::39NP_C12
YJR135C	YJR135C::7NP_B7
YJR137C	YJR137C::7NP_B8
YJR139C	YJR139C::1NP_F6
YJR140C	YJR140C::1NP_F7
YJR141W	YJR141W::6EP_F10
YJR142W	YJR142W::1NP_F8
YJR144W	YJR144W::1NP_F9
YJR145C	YJR145C::41NP_B2
YJR147W	YJR147W::7NP_B9
YJR148W	YJR148W::41NP_B3
YJR150C	YJR150C::41NP_B4
YJR152W	YJR152W::7NP_B11
YJR153W	YJR153W::41NP_B5
YJR154W	YJR154W::7NP_B12
YKL001C	YKL001C::38NP_C12
YKL002W	YKL002W::7NP_C1
YKL002W	YKL002W::44NP_G7
YKL003C	YKL003C::38NP_D1
YKL004W	YKL004W::6EP_F11
YKL005C	YKL005C::1NP_F10
YKL006C-A	YKL006C-A::6EP_F12
YKL006W	YKL006W::7NP_C2
YKL007W	YKL007W::38NP_D2
YKL008C	YKL008C::7NP_C3
YKL009W	YKL009W::47NP_H2
YKL010C	YKL010C::7NP_C4
YKL011C	YKL011C::7NP_C5
YKL012W	YKL012W::6EP_G1
YKL013C	YKL013C::6EP_G2
YKL014C	YKL014C::6EP_G3
YKL015W	YKL015W::40NP_C9
YKL016C	YKL016C::7NP_C6
YKL017C	YKL017C::7NP_C7
YKL019W	YKL019W::6EP_G5
YKL020C	YKL020C::7NP_C8
YKL021C	YKL021C::6EP_G6
YKL022C	YKL022C::6EP_G7
YKL023W	YKL023W::7NP_C9
YKL024C	YKL024C::6EP_G8
YKL025C	YKL025C::7NP_C10
YKL026C	YKL026C::7NP_C11
YKL027W	YKL027W::7NP_C12
YKL028W	YKL028W::12EP_F1
YKL033W	YKL033W::12EP_F2
YKL033W-A	YKL033W-A::14NP_B11
YKL035W	YKL035W::6EP_G11
YKL037W	YKL037W::7NP_D2
YKL039W	YKL039W::7NP_D3
YKL040C	YKL040C::7NP_D4
YKL041W	YKL041W::7NP_D5
YKL042W	YKL042W::6EP_G12
YKL043W	YKL043W::7NP_D6
YKL045W	YKL045W::6EP_H1
YKL047W	YKL047W::7NP_D8
YKL048C	YKL048C::7NP_D9
YKL049C	YKL049C::6EP_H2
YKL049C	YKL049C::13EP_C12
YKL050C	YKL050C::7NP_D10
YKL051W	YKL051W::7NP_D11
YKL052C	YKL052C::12EP_F3
YKL053C-A	YKL053C-A::23NP_D11
YKL054C	YKL054C::38NP_D3
YKL055C	YKL055C::7NP_D12
YKL056C	YKL056C::7NP_E1
YKL057C	YKL057C::7NP_E2
YKL058W	YKL058W::6EP_H4
YKL059C	YKL059C::6EP_H5
YKL060C	YKL060C::6EP_H6
YKL061W	YKL061W::7NP_E3
YKL062W	YKL062W::7NP_E4
YKL063C	YKL063C::7NP_E5
YKL064W	YKL064W::7NP_E6
YKL065C	YKL065C::47NP_H3
YKL067W	YKL067W::7NP_E7
YKL068W	YKL068W::7NP_E8
YKL069W	YKL069W::7NP_E9
YKL070W	YKL070W::7NP_E10
YKL071W	YKL071W::7NP_E11
YKL072W	YKL072W::7NP_E12
YKL074C	YKL074C::7NP_F1
YKL075C	YKL075C::7NP_F2
YKL077W	YKL077W::7NP_F3
YKL078W	YKL078W::12EP_F4
YKL079W	YKL079W::7NP_F4
YKL080W	YKL080W::7NP_F5
YKL081W	YKL081W::7NP_F6
YKL082C	YKL082C::6EP_H8
YKL084W	YKL084W::7NP_F7
YKL085W	YKL085W::7NP_F8
YKL086W	YKL086W::7NP_F9
YKL087C	YKL087C::7NP_F10
YKL088W	YKL088W::12EP_F5
YKL089W	YKL089W::6EP_H10
YKL090W	YKL090W::38NP_D4
YKL091C	YKL091C::38NP_D5
YKL093W	YKL093W::7NP_F11
YKL094W	YKL094W::7NP_F12
YKL095W	YKL095W::6EP_H11
YKL096W	YKL096W::7NP_G1
YKL096W-A	YKL096W-A::17NP_C9
YKL098W	YKL098W::7NP_G2
YKL099C	YKL099C::6EP_H12
YKL100C	YKL100C::7NP_G3
YKL101W	YKL101W::7NP_G4
YKL103C	YKL103C::7NP_G5
YKL104C	YKL104C::7EP_A1
YKL105C	YKL105C::40NP_C10
YKL106W	YKL106W::38NP_D6
YKL107W	YKL107W::7NP_G6
YKL108W	YKL108W::7EP_A2
YKL109W	YKL109W::7NP_G7
YKL110C	YKL110C::7NP_G8
YKL112W	YKL112W::7EP_A3
YKL113C	YKL113C::7NP_G9
YKL114C	YKL114C::38NP_D7
YKL116C	YKL116C::7NP_G10
YKL117W	YKL117W::7NP_G11
YKL119C	YKL119C::7NP_G12
YKL120W	YKL120W::7NP_H1
YKL122C	YKL122C::7EP_A4
YKL124W	YKL124W::7NP_H2
YKL125W	YKL125W::7EP_A5
YKL126W	YKL126W::7NP_H3
YKL127W	YKL127W::38NP_D8
YKL128C	YKL128C::47NP_H5
YKL130C	YKL130C::7NP_H4
YKL132C	YKL132C::7NP_H5
YKL133C	YKL133C::7NP_H6
YKL134C	YKL134C::7NP_H7
YKL135C	YKL135C::7NP_H8
YKL137W	YKL137W::38NP_D9
YKL137W	YKL137W::44NP_G9
YKL138C	YKL138C::7NP_H9
YKL139W	YKL139W::47NP_B11
YKL140W	YKL140W::7NP_H10
YKL141W	YKL141W::7EP_A6
YKL142W	YKL142W::7NP_H11
YKL143W	YKL143W::7NP_H12
YKL144C	YKL144C::7EP_A7
YKL145W	YKL145W::7EP_A8
YKL146W	YKL146W::8NP_A1
YKL148C	YKL148C::38NP_D10
YKL149C	YKL149C::8NP_A2
YKL150W	YKL150W::47NP_H6
YKL152C	YKL152C::7EP_A9
YKL154W	YKL154W::7EP_A10
YKL155C	YKL155C::8NP_A3
YKL156W	YKL156W::8NP_A4
YKL157W	YKL157W::40NP_C11
YKL157W	YKL157W::44NP_G10
YKL159C	YKL159C::47NP_H7
YKL160W	YKL160W::8NP_A5
YKL161C	YKL161C::38NP_D11
YKL162C	YKL162C::8NP_A6
YKL163W	YKL163W::47NP_H8
YKL164C	YKL164C::38NP_D12
YKL165C	YKL165C::7EP_A11
YKL167C	YKL167C::8NP_A7
YKL170W	YKL170W::8NP_A8
YKL172W	YKL172W::7EP_A12
YKL172W	YKL172W::13EP_D1
YKL173W	YKL173W::7EP_B1
YKL174C	YKL174C::40NP_C12
YKL175W	YKL175W::40NP_D1
YKL179C	YKL179C::40NP_D2
YKL180W	YKL180W::7EP_B2
YKL181W	YKL181W::40NP_D3
YKL182W	YKL182W::7EP_B3
YKL183W	YKL183W::40NP_D4
YKL184W	YKL184W::40NP_D5
YKL185W	YKL185W::40NP_D6
YKL186C	YKL186C::7EP_B4
YKL187C	YKL187C::40NP_D7
YKL189W	YKL189W::7EP_B5
YKL190W	YKL190W::8NP_A9
YKL191W	YKL191W::38NP_E1
YKL192C	YKL192C::7EP_B6
YKL193C	YKL193C::7EP_B7
YKL194C	YKL194C::17NP_C10
YKL195W	YKL195W::7EP_B8
YKL196C	YKL196C::7EP_B9
YKL197C	YKL197C::40NP_D8
YKL198C	YKL198C::8NP_A10
YKL198C	YKL198C::44NP_G11
YKL201C	YKL201C::17NP_C11
YKL201C	YKL201C::44NP_B8
YKL204W	YKL204W::17NP_C12
YKL205W	YKL205W::40NP_D9
YKL206C	YKL206C::8NP_A11
YKL207W	YKL207W::8NP_A12
YKL208W	YKL208W::8NP_B1
YKL209C	YKL209C::17NP_D1
YKL210W	YKL210W::7EP_B11
YKL211C	YKL211C::8NP_B2
YKL214C	YKL214C::8NP_B4
YKL215C	YKL215C::17NP_D2
YKL216W	YKL216W::8NP_B5
YKL218C	YKL218C::47NP_H9
YKL220C	YKL220C::17NP_D3
YKL221W	YKL221W::8NP_B7
YKL222C	YKL222C::8NP_B8
YKR001C	YKR001C::8NP_B9
YKR002W	YKR002W::7EP_B12
YKR003W	YKR003W::8NP_B10
YKR004C	YKR004C::7EP_C1
YKR005C	YKR005C::8NP_B11
YKR007W	YKR007W::8NP_C1
YKR008W	YKR008W::7EP_C2
YKR009C	YKR009C::40NP_D10
YKR010C	YKR010C::41NP_C10
YKR011C	YKR011C::8NP_C2
YKR013W	YKR013W::8NP_C3
YKR015C	YKR015C::8NP_C4
YKR016W	YKR016W::8NP_C5
YKR018C	YKR018C::8NP_C6
YKR019C	YKR019C::17NP_D4
YKR020W	YKR020W::8NP_C7
YKR021W	YKR021W::40NP_D11
YKR022C	YKR022C::12EP_F6
YKR023W	YKR023W::17NP_D5
YKR024C	YKR024C::8NP_C8
YKR025W	YKR025W::7EP_C4
YKR026C	YKR026C::40NP_D12
YKR028W	YKR028W::17NP_D7
YKR029C	YKR029C::17NP_D8
YKR030W	YKR030W::8NP_C9
YKR031C	YKR031C::38NP_E2
YKR034W	YKR034W::41NP_C11
YKR035W-A	YKR035W-A::14NP_B12
YKR036C	YKR036C::41NP_C12
YKR037C	YKR037C::7EP_C5
YKR038C	YKR038C::7EP_C6
YKR039W	YKR039W::17NP_D9
YKR041W	YKR041W::41NP_D1
YKR043C	YKR043C::8NP_C10
YKR044W	YKR044W::38NP_E4
YKR045C	YKR045C::8NP_C12
YKR046C	YKR046C::42NP_A2
YKR048C	YKR048C::8NP_D1
YKR049C	YKR049C::8NP_D2
YKR051W	YKR051W::8NP_D3
YKR052C	YKR052C::8NP_D4
YKR053C	YKR053C::42NP_A3
YKR055W	YKR055W::8NP_D5
YKR056W	YKR056W::40NP_E1
YKR057W	YKR057W::38NP_E6
YKR058W	YKR058W::8NP_D6
YKR059W	YKR059W::8NP_D7
YKR060W	YKR060W::38NP_E7
